Stress	Position	Phoneme	TransitionTo	TransitionalPropbability	TransitionalPredictability	JointPosition	JointTransition	PhonemeOccurences	TransitionToOccurences
Ante_Stress	Coda	l	.d	0,0505525311406871	0,764326798589331	Ante_Stress-Coda	l-.d	3156	104
Ante_Stress	Coda	l	.ɡ	0,0497534073578408	0,752244481268371	Ante_Stress-Coda	l-.ɡ	3156	107
Ante_Stress	Coda	l	.r	0,0492008326070716	0,743889851327858	Ante_Stress-Coda	l-.r	3156	40
Ante_Stress	Coda	l	t	0,0477202315755833	0,721503968349295	Ante_Stress-Coda	l-t	3156	18
Ante_Stress	Coda	l	.p	0,0475856133216185	0,719468613506266	Ante_Stress-Coda	l-.p	3156	95
Ante_Stress	Coda	l	.m	0,0467517251317472	0,706860677243451	Ante_Stress-Coda	l-.m	3156	140
Ante_Stress	Coda	l	.h	0,046204482972234	0,698586673184786	Ante_Stress-Coda	l-.h	3156	46
Ante_Stress	Coda	l	.f	0,0461489145845002	0,697746509360325	Ante_Stress-Coda	l-.f	3156	89
Ante_Stress	Coda	l	.ɧ	0,0406326355328147	0,614343367864473	Ante_Stress-Coda	l-.ɧ	3156	27
Ante_Stress	Coda	l	.ɕ	0,0389818272169074	0,58938404324291	Ante_Stress-Coda	l-.ɕ	3156	36
Ante_Stress	Coda	l	d	0,0362398377997424	0,547926653361579	Ante_Stress-Coda	l-d	3156	5
Ante_Stress	Coda	l	m	0,0326775097659214	0,494066189401071	Ante_Stress-Coda	l-m	3156	7
Ante_Stress	Coda	l	v	0,0310647709098971	0,469682454324479	Ante_Stress-Coda	l-v	3156	8
Ante_Stress	Coda	l	s	0,0258324074916662	0,390571962915404	Ante_Stress-Coda	l-s	3156	15
Ante_Stress	Coda	l	f	0,0226946819373922	0,343131257699756	Ante_Stress-Coda	l-f	3156	4
Ante_Stress	Coda	l	p	0,0147613757095235	0,223183978808802	Ante_Stress-Coda	l-p	3156	3
Ante_Stress	Coda	ɭ	.uː	0,0537661466229666	1	Ante_Stress-Coda	ɭ-.uː	646	22
Ante_Stress	Coda	ɭ	.ɪ	0,0527423207199444	0,980957796544325	Ante_Stress-Coda	ɭ-.ɪ	646	4
Ante_Stress	Coda	ɭ	.ɔ	0,0527411439668442	0,980935910038147	Ante_Stress-Coda	ɭ-.ɔ	646	78
Ante_Stress	Coda	ɭ	.oː	0,0521977456704305	0,970829210366619	Ante_Stress-Coda	ɭ-.oː	646	47
Ante_Stress	Coda	ɭ	.ɑː	0,0487756796662959	0,907181985875495	Ante_Stress-Coda	ɭ-.ɑː	646	45
Ante_Stress	Coda	ɭ	.iː	0,0482250753884739	0,896941261694849	Ante_Stress-Coda	ɭ-.iː	646	76
Ante_Stress	Coda	ɭ	.ɛ̝	0,0478039796273253	0,889109274699361	Ante_Stress-Coda	ɭ-.ɛ̝	646	48
Ante_Stress	Coda	ɭ	.ɵ	0,0474856124488858	0,883187943184346	Ante_Stress-Coda	ɭ-.ɵ	646	49
Ante_Stress	Coda	ɭ	.a	0,0449149407726223	0,835375856253693	Ante_Stress-Coda	ɭ-.a	646	90
Ante_Stress	Coda	ɭ	.s	0,0431682639216434	0,802889301782392	Ante_Stress-Coda	ɭ-.s	646	17
Ante_Stress	Coda	ɭ	.eː	0,0428759815581474	0,797453123408934	Ante_Stress-Coda	ɭ-.eː	646	32
Ante_Stress	Coda	ɭ	.øː	0,0356729686487771	0,663483825592573	Ante_Stress-Coda	ɭ-.øː	646	24
Ante_Stress	Coda	ɭ	.b	0,0344797727936745	0,641291499565011	Ante_Stress-Coda	ɭ-.b	646	7
Ante_Stress	Coda	ɭ	.ʉ̞	0,0338883826572444	0,630292196591392	Ante_Stress-Coda	ɭ-.ʉ̞	646	2
Ante_Stress	Coda	ɭ	.ʝ	0,0329516340661125	0,612869549629153	Ante_Stress-Coda	ɭ-.ʝ	646	12
Ante_Stress	Coda	ɭ	.ø̞	0,0324784528933358	0,604068822731335	Ante_Stress-Coda	ɭ-.ø̞	646	7
Ante_Stress	Coda	ɭ	.ɛː	0,0318284521354225	0,591979417059931	Ante_Stress-Coda	ɭ-.ɛː	646	23
Ante_Stress	Coda	ɭ	.h	0,0282722319152758	0,525837049724504	Ante_Stress-Coda	ɭ-.h	646	9
Ante_Stress	Coda	ɭ	.ɡ	0,0267566929475569	0,497649443527865	Ante_Stress-Coda	ɭ-.ɡ	646	6
Ante_Stress	Coda	ɭ	.ʂ	0,0255342228714435	0,474912644391302	Ante_Stress-Coda	ɭ-.ʂ	646	12
Ante_Stress	Coda	ɭ	.p	0,0245812237531835	0,4571877528356	Ante_Stress-Coda	ɭ-.p	646	2
Ante_Stress	Coda	ɭ	.ʈ	0,023917972226898	0,444851895275702	Ante_Stress-Coda	ɭ-.ʈ	646	2
Ante_Stress	Coda	ɭ	.m	0,0211579068850142	0,393517263444288	Ante_Stress-Coda	ɭ-.m	646	4
Ante_Stress	Coda	ɭ	.ʉː	0,019953922656001	0,371124283760323	Ante_Stress-Coda	ɭ-.ʉː	646	8
Ante_Stress	Coda	ɭ	.ʊ	0,0192237822590319	0,357544355816274	Ante_Stress-Coda	ɭ-.ʊ	646	3
Ante_Stress	Coda	ɭ	.f	0,0175020907531919	0,32552250537731	Ante_Stress-Coda	ɭ-.f	646	3
Ante_Stress	Coda	ɭ	s	0,0170049648508008	0,316276428921857	Ante_Stress-Coda	ɭ-s	646	3
Ante_Stress	Coda	ɭ	.e̞	0,0164535045053626	0,306019782684861	Ante_Stress-Coda	ɭ-.e̞	646	3
Ante_Stress	Coda	ɭ	.r	0,0125488678068823	0,233397194983691	Ante_Stress-Coda	ɭ-.r	646	3
Ante_Stress	Coda	ɭ	.ʏ	0,011096063011211	0,206376385665535	Ante_Stress-Coda	ɭ-.ʏ	646	3
Ante_Stress	Coda	m	.p	0,0811059225262339	1	Ante_Stress-Coda	m-.p	2117	1068
Ante_Stress	Coda	m	.b	0,0754209448308607	0,929906750107745	Ante_Stress-Coda	m-.b	2117	450
Ante_Stress	Coda	m	.k	0,0732470177521102	0,903103194818088	Ante_Stress-Coda	m-.k	2117	29
Ante_Stress	Coda	m	.f	0,0691647926406914	0,852771172392742	Ante_Stress-Coda	m-.f	2117	82
Ante_Stress	Coda	m	.d	0,0672647718291158	0,829344759716639	Ante_Stress-Coda	m-.d	2117	8
Ante_Stress	Coda	m	.n	0,0669147144638452	0,825028707887534	Ante_Stress-Coda	m-.n	2117	180
Ante_Stress	Coda	m	.t	0,0610729641640117	0,753002521415838	Ante_Stress-Coda	m-.t	2117	67
Ante_Stress	Coda	m	.r	0,0594899363248128	0,73348449129064	Ante_Stress-Coda	m-.r	2117	62
Ante_Stress	Coda	m	.h	0,058209176373119	0,717693289960312	Ante_Stress-Coda	m-.h	2117	68
Ante_Stress	Coda	m	.ɧ	0,0546321967461126	0,673590719943315	Ante_Stress-Coda	m-.ɧ	2117	34
Ante_Stress	Coda	m	.ɡ	0,0529370269565889	0,652690029380608	Ante_Stress-Coda	m-.ɡ	2117	2
Ante_Stress	Coda	m	.v	0,0498900080761387	0,615121639976435	Ante_Stress-Coda	m-.v	2117	4
Ante_Stress	Coda	m	.s	0,0493562290048841	0,608540381116061	Ante_Stress-Coda	m-.s	2117	26
Ante_Stress	Coda	m	s	0,0474622321716612	0,585188241417382	Ante_Stress-Coda	m-s	2117	10
Ante_Stress	Coda	m	.l	0,0432370696027996	0,533093863630174	Ante_Stress-Coda	m-.l	2117	20
Ante_Stress	Coda	m	.ʝ	0,032821858889989	0,404678941656482	Ante_Stress-Coda	m-.ʝ	2117	2
Ante_Stress	Coda	m	b	0,0290215124199189	0,35782235767717	Ante_Stress-Coda	m-b	2117	2
Ante_Stress	Coda	m	n	0,0287516252271062	0,354494768465354	Ante_Stress-Coda	m-n	2117	2
Ante_Stress	Coda	ɱ	.f	0,538318215883813	1	Ante_Stress-Coda	ɱ-.f	1069	709
Ante_Stress	Coda	ɱ	.v	0,461681784116187	0,85763730539602	Ante_Stress-Coda	ɱ-.v	1069	360
Ante_Stress	Coda	n	.t	0,111642271738728	1	Ante_Stress-Coda	n-.t	8189	3457
Ante_Stress	Coda	n	.d	0,1050808394397	0,941228065348011	Ante_Stress-Coda	n-.d	8189	1756
Ante_Stress	Coda	n	.s	0,0997780433016623	0,89372996220615	Ante_Stress-Coda	n-.s	8189	1612
Ante_Stress	Coda	n	s	0,0926644672267747	0,830012375989926	Ante_Stress-Coda	n-s	8189	628
Ante_Stress	Coda	n	.ʝ	0,0921024921038677	0,824978663273813	Ante_Stress-Coda	n-.ʝ	8189	358
Ante_Stress	Coda	n	.ɧ	0,0811789687010787	0,727134690442868	Ante_Stress-Coda	n-.ɧ	8189	130
Ante_Stress	Coda	n	.h	0,0746265300080509	0,66844331314483	Ante_Stress-Coda	n-.h	8189	76
Ante_Stress	Coda	n	.l	0,0729321438735405	0,653266390388585	Ante_Stress-Coda	n-.l	8189	9
Ante_Stress	Coda	n	t	0,0718278017133113	0,64337459812182	Ante_Stress-Coda	n-t	8189	81
Ante_Stress	Coda	n	.ɕ	0,0691094536560634	0,619025863409493	Ante_Stress-Coda	n-.ɕ	8189	21
Ante_Stress	Coda	n	d	0,0670290644203587	0,600391441131045	Ante_Stress-Coda	n-d	8189	39
Ante_Stress	Coda	n	.r	0,0620279238168637	0,555595321116585	Ante_Stress-Coda	n-.r	8189	21
Ante_Stress	Coda	ɳ	.a	0,077581435696543	1	Ante_Stress-Coda	ɳ-.a	704	156
Ante_Stress	Coda	ɳ	.eː	0,0688412231267679	0,88734144333237	Ante_Stress-Coda	ɳ-.eː	704	163
Ante_Stress	Coda	ɳ	.ɪ	0,0634445399784	0,817779916145932	Ante_Stress-Coda	ɳ-.ɪ	704	100
Ante_Stress	Coda	ɳ	.yː	0,0611059307706774	0,787635988198144	Ante_Stress-Coda	ɳ-.yː	704	35
Ante_Stress	Coda	ɳ	.ɵ	0,0579790860928843	0,747331956057985	Ante_Stress-Coda	ɳ-.ɵ	704	29
Ante_Stress	Coda	ɳ	.ɑː	0,056969065977821	0,734313118419895	Ante_Stress-Coda	ɳ-.ɑː	704	38
Ante_Stress	Coda	ɳ	.ø̞	0,054296853322243	0,699869148266644	Ante_Stress-Coda	ɳ-.ø̞	704	21
Ante_Stress	Coda	ɳ	.ɛː	0,049923739786244	0,643501107423674	Ante_Stress-Coda	ɳ-.ɛː	704	24
Ante_Stress	Coda	ɳ	.ɛ̝	0,0481403124935365	0,620513297560458	Ante_Stress-Coda	ɳ-.ɛ̝	704	44
Ante_Stress	Coda	ɳ	.ʂ	0,0478908570428931	0,617297896241782	Ante_Stress-Coda	ɳ-.ʂ	704	10
Ante_Stress	Coda	ɳ	.øː	0,047420569040385	0,611236033654608	Ante_Stress-Coda	ɳ-.øː	704	12
Ante_Stress	Coda	ɳ	.e̞	0,0457281056062027	0,589420718959965	Ante_Stress-Coda	ɳ-.e̞	704	25
Ante_Stress	Coda	ɳ	.ɧ	0,0456982000763516	0,589035246203724	Ante_Stress-Coda	ɳ-.ɧ	704	2
Ante_Stress	Coda	ɳ	.ʊ	0,0439736337972413	0,566806136061243	Ante_Stress-Coda	ɳ-.ʊ	704	11
Ante_Stress	Coda	ɳ	ʂ	0,0426151827395006	0,549296134531312	Ante_Stress-Coda	ɳ-ʂ	704	3
Ante_Stress	Coda	ɳ	.r	0,0419162411760075	0,540287000358711	Ante_Stress-Coda	ɳ-.r	704	4
Ante_Stress	Coda	ɳ	.oː	0,0406459410513709	0,523913236284464	Ante_Stress-Coda	ɳ-.oː	704	6
Ante_Stress	Coda	ɳ	ʈ	0,0377761572314937	0,486922636740751	Ante_Stress-Coda	ɳ-ʈ	704	4
Ante_Stress	Coda	ɳ	.iː	0,0275191410075121	0,354712964002783	Ante_Stress-Coda	ɳ-.iː	704	7
Ante_Stress	Coda	ɳ	.h	0,0265573234968959	0,342315442585696	Ante_Stress-Coda	ɳ-.h	704	2
Ante_Stress	Coda	ɳ	.uː	0,0139764604890285	0,180152124842042	Ante_Stress-Coda	ɳ-.uː	704	3
Ante_Stress	Coda	ŋ	.ɡ	0,0722251629110093	1	Ante_Stress-Coda	ŋ-.ɡ	1853	285
Ante_Stress	Coda	ŋ	.e̞	0,0687490860945403	0,951871665270564	Ante_Stress-Coda	ŋ-.e̞	1853	37
Ante_Stress	Coda	ŋ	.k	0,0661606290043065	0,916032949428233	Ante_Stress-Coda	ŋ-.k	1853	535
Ante_Stress	Coda	ŋ	k	0,0631785879669216	0,874744831586822	Ante_Stress-Coda	ŋ-k	1853	205
Ante_Stress	Coda	ŋ	.ɧ	0,0630771193754492	0,873339939062073	Ante_Stress-Coda	ŋ-.ɧ	1853	289
Ante_Stress	Coda	ŋ	.n	0,0607002380034705	0,840430613888141	Ante_Stress-Coda	ŋ-.n	1853	209
Ante_Stress	Coda	ŋ	.b	0,0600147675653179	0,830939871181236	Ante_Stress-Coda	ŋ-.b	1853	22
Ante_Stress	Coda	ŋ	.t	0,0516419918992983	0,715013851376533	Ante_Stress-Coda	ŋ-.t	1853	63
Ante_Stress	Coda	ŋ	.s	0,0498826837557091	0,690655191974728	Ante_Stress-Coda	ŋ-.s	1853	48
Ante_Stress	Coda	ŋ	.f	0,0471569057043702	0,652915186393883	Ante_Stress-Coda	ŋ-.f	1853	3
Ante_Stress	Coda	ŋ	.h	0,0467946474431873	0,647899507002073	Ante_Stress-Coda	ŋ-.h	1853	7
Ante_Stress	Coda	ŋ	.ʝ	0,0459107345182035	0,63566121096565	Ante_Stress-Coda	ŋ-.ʝ	1853	4
Ante_Stress	Coda	ŋ	.v	0,045801899996931	0,634154332796241	Ante_Stress-Coda	ŋ-.v	1853	25
Ante_Stress	Coda	ŋ	.l	0,0451603385130539	0,625271535471609	Ante_Stress-Coda	ŋ-.l	1853	54
Ante_Stress	Coda	ŋ	s	0,0423150236046177	0,585876471566499	Ante_Stress-Coda	ŋ-s	1853	20
Ante_Stress	Coda	ŋ	.øː	0,0391377033002731	0,54188459704128	Ante_Stress-Coda	ŋ-.øː	1853	4
Ante_Stress	Coda	ŋ	.d	0,0334365303162565	0,462948492860509	Ante_Stress-Coda	ŋ-.d	1853	17
Ante_Stress	Coda	ŋ	.ʂ	0,0205277771389599	0,284219187767742	Ante_Stress-Coda	ŋ-.ʂ	1853	3
Ante_Stress	Coda	ŋ	.ɪ	0,0191146634376196	0,264653794705473	Ante_Stress-Coda	ŋ-.ɪ	1853	3
Ante_Stress	Coda	ŋ	t	0,0182626438496653	0,252857080740229	Ante_Stress-Coda	ŋ-t	1853	4
Ante_Stress	Coda	ŋ	.r	0,0182626438496653	0,252857080740229	Ante_Stress-Coda	ŋ-.r	1853	5
Ante_Stress	Coda	ŋ	.a	0,0126767337045259	0,175516858579402	Ante_Stress-Coda	ŋ-.a	1853	5
Ante_Stress	Coda	ŋ	.eː	0,00981148804664805	0,135845841687295	Ante_Stress-Coda	ŋ-.eː	1853	2
Ante_Stress	Coda	p	.s	0,209831181623974	1	Ante_Stress-Coda	p-.s	671	234
Ante_Stress	Coda	p	.t	0,207316618406377	0,988016255743616	Ante_Stress-Coda	p-.t	671	310
Ante_Stress	Coda	p	.ɧ	0,164708461979629	0,784957034054136	Ante_Stress-Coda	p-.ɧ	671	89
Ante_Stress	Coda	p	.n	0,12726784690643	0,606524949826093	Ante_Stress-Coda	p-.n	671	22
Ante_Stress	Coda	p	.d	0,10355040024698	0,49349386228281	Ante_Stress-Coda	p-.d	671	2
Ante_Stress	Coda	p	s	0,0957653443415464	0,456392341692866	Ante_Stress-Coda	p-s	671	7
Ante_Stress	Coda	p	.h	0,0915601464950634	0,43635147925318	Ante_Stress-Coda	p-.h	671	5
Ante_Stress	Coda	r	.f	0,0716242099696336	1	Ante_Stress-Coda	r-.f	5572	504
Ante_Stress	Coda	r	.m	0,0708829228431764	0,989650327357586	Ante_Stress-Coda	r-.m	5572	1294
Ante_Stress	Coda	r	.v	0,0704738654486618	0,983939166359258	Ante_Stress-Coda	r-.v	5572	753
Ante_Stress	Coda	r	.b	0,0687473057013958	0,959833354260276	Ante_Stress-Coda	r-.b	5572	578
Ante_Stress	Coda	r	.k	0,0676670624195326	0,944751257266521	Ante_Stress-Coda	r-.k	5572	740
Ante_Stress	Coda	r	.h	0,0668200131504396	0,932924959015522	Ante_Stress-Coda	r-.h	5572	311
Ante_Stress	Coda	r	.ɡ	0,0648575048626804	0,905524890119945	Ante_Stress-Coda	r-.ɡ	5572	486
Ante_Stress	Coda	r	.ɧ	0,0644566368119315	0,899928066770426	Ante_Stress-Coda	r-.ɧ	5572	293
Ante_Stress	Coda	r	.ɕ	0,06318725142507	0,882205213179446	Ante_Stress-Coda	r-.ɕ	5572	122
Ante_Stress	Coda	r	v	0,0603785675536577	0,842991044218935	Ante_Stress-Coda	r-v	5572	56
Ante_Stress	Coda	r	.p	0,056895702056711	0,794364113486668	Ante_Stress-Coda	r-.p	5572	222
Ante_Stress	Coda	r	.ʝ	0,0539200507638429	0,752818785529408	Ante_Stress-Coda	r-.ʝ	5572	132
Ante_Stress	Coda	r	k	0,0399444966904532	0,55769545950159	Ante_Stress-Coda	r-k	5572	17
Ante_Stress	Coda	r	.d	0,0386210361672915	0,539217621858107	Ante_Stress-Coda	r-.d	5572	18
Ante_Stress	Coda	r	m	0,0361145546607184	0,504222729661239	Ante_Stress-Coda	r-m	5572	17
Ante_Stress	Coda	r	ʝ	0,0337678376099709	0,4714584303867	Ante_Stress-Coda	r-ʝ	5572	14
Ante_Stress	Coda	r	.s	0,0255200928788389	0,356305401339276	Ante_Stress-Coda	r-.s	5572	4
Ante_Stress	Coda	r	p	0,0253943659494176	0,354550032177445	Ante_Stress-Coda	r-p	5572	6
Ante_Stress	Coda	r	.ɖ	0,0207265230365762	0,28937873165182	Ante_Stress-Coda	r-.ɖ	5572	2
Ante_Stress	Coda	s	.t	0,094006728305586	1	Ante_Stress-Coda	s-.t	5535	3231
Ante_Stress	Coda	s	.k	0,083321892341969	0,886339667849262	Ante_Stress-Coda	s-.k	5535	678
Ante_Stress	Coda	s	.p	0,0822500340664205	0,874937736361292	Ante_Stress-Coda	s-.p	5535	718
Ante_Stress	Coda	s	.l	0,0792641347751426	0,843175123779226	Ante_Stress-Coda	s-.l	5535	248
Ante_Stress	Coda	s	.v	0,0742851776187686	0,790211285486833	Ante_Stress-Coda	s-.v	5535	92
Ante_Stress	Coda	s	.r	0,0735973455288951	0,782894446551245	Ante_Stress-Coda	s-.r	5535	32
Ante_Stress	Coda	s	.f	0,0617962759940807	0,657360139087073	Ante_Stress-Coda	s-.f	5535	115
Ante_Stress	Coda	s	.m	0,0608341959649299	0,647125977697865	Ante_Stress-Coda	s-.m	5535	132
Ante_Stress	Coda	s	.b	0,0588016617766369	0,625504821160155	Ante_Stress-Coda	s-.b	5535	130
Ante_Stress	Coda	s	.h	0,055340221974641	0,58868362905629	Ante_Stress-Coda	s-.h	5535	54
Ante_Stress	Coda	s	.d	0,0536845894116369	0,571071777300081	Ante_Stress-Coda	s-.d	5535	28
Ante_Stress	Coda	s	t	0,0466495895456688	0,496236709717476	Ante_Stress-Coda	s-t	5535	28
Ante_Stress	Coda	s	.ɕ	0,044318339765008	0,471437955174263	Ante_Stress-Coda	s-.ɕ	5535	4
Ante_Stress	Coda	s	.n	0,0415946520324655	0,442464627608936	Ante_Stress-Coda	s-.n	5535	14
Ante_Stress	Coda	s	.ʝ	0,0415946520324655	0,442464627608936	Ante_Stress-Coda	s-.ʝ	5535	18
Ante_Stress	Coda	s	.ɡ	0,0308071727117103	0,327712423004085	Ante_Stress-Coda	s-.ɡ	5535	10
Ante_Stress	Coda	s	k	0,0178533361539748	0,189915514301692	Ante_Stress-Coda	s-k	5535	3
Ante_Stress	Coda	ʂ	ʈ	0,148128476239326	1	Ante_Stress-Coda	ʂ-ʈ	726	231
Ante_Stress	Coda	ʂ	.v	0,134188116237525	0,905890073565075	Ante_Stress-Coda	ʂ-.v	726	306
Ante_Stress	Coda	ʂ	.p	0,110007445705919	0,742648871430934	Ante_Stress-Coda	ʂ-.p	726	27
Ante_Stress	Coda	ʂ	.k	0,0986578665167322	0,666029037909864	Ante_Stress-Coda	ʂ-.k	726	77
Ante_Stress	Coda	ʂ	.h	0,0959697243467788	0,64788166855726	Ante_Stress-Coda	ʂ-.h	726	18
Ante_Stress	Coda	ʂ	.m	0,0876880895694153	0,591973209983886	Ante_Stress-Coda	ʂ-.m	726	24
Ante_Stress	Coda	ʂ	.b	0,0813443199534268	0,549147078391611	Ante_Stress-Coda	ʂ-.b	726	26
Ante_Stress	Coda	ʂ	.r	0,0665932536016016	0,449564157360326	Ante_Stress-Coda	ʂ-.r	726	5
Ante_Stress	Coda	ʂ	.ʝ	0,0636828240311148	0,429916148791167	Ante_Stress-Coda	ʂ-.ʝ	726	7
Ante_Stress	Coda	ʂ	.ɡ	0,0585885844467969	0,395525465016851	Ante_Stress-Coda	ʂ-.ɡ	726	2
Ante_Stress	Coda	ʂ	.f	0,0551512993513636	0,372320709370274	Ante_Stress-Coda	ʂ-.f	726	2
Ante_Stress	Coda	t	.iː	0,041577913401604	1	Ante_Stress-Coda	t-.iː	3081	241
Ante_Stress	Coda	t	.r	0,0408585067147984	0,982697383587851	Ante_Stress-Coda	t-.r	3081	791
Ante_Stress	Coda	t	.ɧ	0,0406791206831616	0,978382928701571	Ante_Stress-Coda	t-.ɧ	3081	402
Ante_Stress	Coda	t	.uː	0,0396661265721192	0,954019173328428	Ante_Stress-Coda	t-.uː	3081	75
Ante_Stress	Coda	t	.s	0,0394918049977677	0,949826524874244	Ante_Stress-Coda	t-.s	3081	248
Ante_Stress	Coda	t	.m	0,0381842204197292	0,918377506126996	Ante_Stress-Coda	t-.m	3081	56
Ante_Stress	Coda	t	.v	0,0377424785428682	0,907753070201263	Ante_Stress-Coda	t-.v	3081	44
Ante_Stress	Coda	t	.ɪ	0,03732823088111	0,897789903994316	Ante_Stress-Coda	t-.ɪ	3081	188
Ante_Stress	Coda	t	.eː	0,0359328494559388	0,864229262995017	Ante_Stress-Coda	t-.eː	3081	159
Ante_Stress	Coda	t	.ʉ	0,0359323981390217	0,864218408267587	Ante_Stress-Coda	t-.ʉ	3081	79
Ante_Stress	Coda	t	.ɛː	0,0338526134551166	0,814197026390715	Ante_Stress-Coda	t-.ɛː	3081	40
Ante_Stress	Coda	t	.øː	0,0337342328899033	0,811349828070063	Ante_Stress-Coda	t-.øː	3081	76
Ante_Stress	Coda	t	.ʉː	0,0335668104529109	0,807323112362248	Ante_Stress-Coda	t-.ʉː	3081	96
Ante_Stress	Coda	t	.a	0,0326015513347527	0,784107442330067	Ante_Stress-Coda	t-.a	3081	66
Ante_Stress	Coda	t	.l	0,0320553965819221	0,770971748204313	Ante_Stress-Coda	t-.l	3081	70
Ante_Stress	Coda	t	.ɑː	0,0304597041299138	0,732593380425357	Ante_Stress-Coda	t-.ɑː	3081	47
Ante_Stress	Coda	t	.n	0,030086365021194	0,72361411527769	Ante_Stress-Coda	t-.n	3081	54
Ante_Stress	Coda	t	.ʊ	0,029519037351005	0,709969186425461	Ante_Stress-Coda	t-.ʊ	3081	94
Ante_Stress	Coda	t	.ʉ̞	0,0284925774302935	0,685281561753273	Ante_Stress-Coda	t-.ʉ̞	3081	21
Ante_Stress	Coda	t	.e̞	0,0279039581141257	0,671124542605094	Ante_Stress-Coda	t-.e̞	3081	64
Ante_Stress	Coda	t	.ɕ	0,027744750040921	0,667295392458311	Ante_Stress-Coda	t-.ɕ	3081	19
Ante_Stress	Coda	t	.oː	0,0264325839711622	0,635736183195342	Ante_Stress-Coda	t-.oː	3081	8
Ante_Stress	Coda	t	.ʝ	0,0262917347486955	0,632348586008678	Ante_Stress-Coda	t-.ʝ	3081	11
Ante_Stress	Coda	t	.h	0,024871169703991	0,598182247958396	Ante_Stress-Coda	t-.h	3081	58
Ante_Stress	Coda	t	.ɛ̝	0,0234680788677178	0,564436186131756	Ante_Stress-Coda	t-.ɛ̝	3081	17
Ante_Stress	Coda	t	.f	0,0233162694359793	0,560784982420013	Ante_Stress-Coda	t-.f	3081	5
Ante_Stress	Coda	t	.ɡ	0,0213535740269902	0,513579741742557	Ante_Stress-Coda	t-.ɡ	3081	16
Ante_Stress	Coda	t	s	0,0200607762396575	0,482486363514423	Ante_Stress-Coda	t-s	3081	4
Ante_Stress	Coda	t	.yː	0,0200349284218446	0,481864691677186	Ante_Stress-Coda	t-.yː	3081	7
Ante_Stress	Coda	t	.p	0,0169250934220485	0,407069331704259	Ante_Stress-Coda	t-.p	3081	5
Ante_Stress	Coda	t	.ʏ	0,0136566997297499	0,328460439989831	Ante_Stress-Coda	t-.ʏ	3081	5
Ante_Stress	Coda	t	.b	0,0132462493578725	0,318588603279006	Ante_Stress-Coda	t-.b	3081	2
Ante_Stress	Coda	t	.ɔ	0,012880083709845	0,309781868691567	Ante_Stress-Coda	t-.ɔ	3081	2
Ante_Stress	Coda	t	.ɑ	0,0105027645179623	0,252604415630852	Ante_Stress-Coda	t-.ɑ	3081	4
Ante_Stress	Coda	t	.d	0,0098897775300768	0,237861323981094	Ante_Stress-Coda	t-.d	3081	2
Ante_Stress	Coda	t	.e	0,00965956970622937	0,232324542430182	Ante_Stress-Coda	t-.e	3081	5
Ante_Stress	Coda	ʈ	.oː	0,0509120463174128	1	Ante_Stress-Coda	ʈ-.oː	2012	13
Ante_Stress	Coda	ʈ	.ɪ	0,0484234750782983	0,951120188263513	Ante_Stress-Coda	ʈ-.ɪ	2012	264
Ante_Stress	Coda	ʈ	.ɔ	0,0477325129401349	0,937548505564774	Ante_Stress-Coda	ʈ-.ɔ	2012	58
Ante_Stress	Coda	ʈ	.iː	0,0473352762487825	0,929746094935355	Ante_Stress-Coda	ʈ-.iː	2012	372
Ante_Stress	Coda	ʈ	.eː	0,0446900317390925	0,87778895117417	Ante_Stress-Coda	ʈ-.eː	2012	285
Ante_Stress	Coda	ʈ	.r	0,0430061831515597	0,844715273934116	Ante_Stress-Coda	ʈ-.r	2012	207
Ante_Stress	Coda	ʈ	.øː	0,0425515157225583	0,835784825015077	Ante_Stress-Coda	ʈ-.øː	2012	68
Ante_Stress	Coda	ʈ	.ɛ̝	0,0419343328752671	0,823662294259912	Ante_Stress-Coda	ʈ-.ɛ̝	2012	114
Ante_Stress	Coda	ʈ	.uː	0,0414573819794674	0,814294159794718	Ante_Stress-Coda	ʈ-.uː	2012	28
Ante_Stress	Coda	ʈ	.ɧ	0,04069338833689	0,799288012962312	Ante_Stress-Coda	ʈ-.ɧ	2012	50
Ante_Stress	Coda	ʈ	.ɑː	0,0406334704408016	0,798111122610766	Ante_Stress-Coda	ʈ-.ɑː	2012	132
Ante_Stress	Coda	ʈ	.yː	0,0370707873913241	0,728133910788129	Ante_Stress-Coda	ʈ-.yː	2012	46
Ante_Stress	Coda	ʈ	.v	0,0355467911241678	0,698200007568939	Ante_Stress-Coda	ʈ-.v	2012	23
Ante_Stress	Coda	ʈ	.ʉ	0,0335669427198604	0,65931238572864	Ante_Stress-Coda	ʈ-.ʉ	2012	38
Ante_Stress	Coda	ʈ	.ʊ	0,0327385582925642	0,643041493332533	Ante_Stress-Coda	ʈ-.ʊ	2012	57
Ante_Stress	Coda	ʈ	.a	0,0316624588579843	0,621905052894235	Ante_Stress-Coda	ʈ-.a	2012	46
Ante_Stress	Coda	ʈ	.ɛː	0,0307223973196527	0,603440630300204	Ante_Stress-Coda	ʈ-.ɛː	2012	30
Ante_Stress	Coda	ʈ	.e̞	0,0302895180585773	0,594938138407093	Ante_Stress-Coda	ʈ-.e̞	2012	49
Ante_Stress	Coda	ʈ	.f	0,0289783878211387	0,56918528947888	Ante_Stress-Coda	ʈ-.f	2012	9
